slope_deg,elevation_m,lithology_idx,rainfall_3d_mm,rainfall_24h_intensity,soil_moisture_pct,displacement_rate,fault_distance_m,target_class
31.13,922.33,3.00,9.59,8.22,68.42,0.16,1095.15,1
29.61,666.40,3.00,23.91,0.50,69.73,0.79,1151.47,0
28.61,809.02,3.00,16.10,1.17,79.45,0.04,1233.66,0
36.20,474.31,3.00,5.00,0.50,66.29,0.76,1245.04,0
29.34,829.79,3.00,5.00,2.34,77.57,0.32,998.91,0
30.14,808.22,3.00,8.76,0.50,63.93,0.59,1013.15,0
33.05,771.67,3.00,5.00,6.21,74.56,2.54,1401.54,1
30.39,880.63,3.00,5.00,0.50,76.32,0.35,1040.03,0
32.59,722.91,3.00,5.00,0.50,83.22,0.37,1017.98,0
34.93,747.49,3.00,5.00,2.41,73.09,0.17,1357.75,0
30.94,642.26,3.00,5.00,0.50,82.41,0.14,1212.23,0
25.83,846.94,3.00,5.00,0.50,69.46,0.38,1156.71,0
25.23,808.33,3.00,34.28,0.50,67.08,0.36,768.74,0
27.49,833.33,3.00,12.39,0.50,72.40,0.52,814.06,0
39.34,706.03,3.00,50.27,2.52,78.04,0.57,1376.59,1
30.34,843.92,3.00,44.95,0.50,71.87,1.11,1120.83,1
31.45,649.04,3.00,5.00,0.50,76.99,0.33,971.53,0
31.85,617.88,3.00,30.20,3.91,75.07,1.53,1226.09,1
29.56,808.58,3.00,5.00,0.50,84.86,0.44,819.51,0
31.23,919.55,3.00,5.00,0.87,76.54,0.95,1081.26,0
33.61,706.22,3.00,52.64,5.27,73.34,0.22,1221.63,1
31.52,699.45,3.00,10.78,1.55,91.70,0.38,900.47,1
29.16,693.49,3.00,10.45,1.89,78.46,0.49,1026.47,0
25.72,653.19,3.00,19.32,3.91,89.36,0.05,1243.36,0
26.14,705.80,3.00,24.01,0.50,75.08,0.12,1219.99,0
34.07,762.20,3.00,22.82,2.75,85.96,0.08,1135.41,1
26.92,527.92,3.00,28.13,1.66,73.42,0.17,940.23,0
33.83,747.69,3.00,11.14,2.52,76.76,0.12,1286.43,0
40.29,862.73,3.00,5.00,3.75,67.70,1.60,894.30,1
36.51,678.49,3.00,5.00,4.29,81.75,0.32,1125.30,1
32.55,741.85,3.00,16.83,2.54,64.41,1.36,1273.23,1
35.73,436.22,3.00,59.90,0.50,72.44,1.07,1093.86,1
38.42,561.01,3.00,29.03,0.50,72.36,0.10,1007.48,1
32.01,833.25,3.00,5.00,0.50,79.88,0.14,1095.12,0
29.48,919.25,3.00,5.00,0.50,81.09,0.04,960.87,0
31.55,743.39,3.00,8.00,3.13,71.43,0.10,1309.91,0
26.70,694.89,3.00,52.84,5.35,88.45,0.06,1171.89,1
24.86,774.47,3.00,5.00,0.50,69.59,0.36,1209.82,0
32.18,801.09,3.00,5.00,0.50,68.42,0.50,1073.36,0
34.46,674.26,3.00,23.69,5.80,68.95,0.75,1015.11,1
25.60,710.86,3.00,5.00,0.50,71.97,0.37,1208.22,0
38.75,558.27,3.00,5.00,1.50,87.68,0.41,901.27,1
27.60,770.98,3.00,5.00,3.10,71.53,0.62,1281.73,0
30.60,653.37,3.00,5.00,3.82,79.41,0.44,1281.35,0
30.08,456.71,3.00,5.00,8.90,72.65,0.11,1365.65,0
34.67,619.42,3.00,5.00,3.38,76.22,1.24,1187.69,1
34.62,835.38,3.00,37.33,0.50,82.40,0.07,1021.80,1
29.27,598.08,3.00,5.00,0.50,74.26,0.22,1131.78,0
30.10,659.29,3.00,40.58,0.50,86.49,0.71,1270.89,1
33.23,923.71,3.00,16.90,3.54,74.28,0.34,895.69,1
32.37,631.91,3.00,5.00,1.62,66.88,0.06,1120.86,0
26.35,630.92,3.00,21.77,1.62,81.86,0.53,1127.19,0
35.08,710.24,3.00,35.99,1.34,72.00,0.97,1041.09,1
34.25,745.02,3.00,5.00,1.65,83.58,0.16,1179.12,0
37.18,777.68,3.00,14.85,0.73,79.49,0.21,1119.41,1
31.06,601.57,3.00,5.00,2.89,77.24,0.44,1007.27,0
32.66,689.57,3.00,5.00,0.50,70.63,1.35,1115.23,0
28.55,694.87,3.00,44.97,0.50,87.82,0.03,1120.38,1
33.96,651.41,3.00,40.42,0.50,73.75,0.19,1053.32,1
40.05,770.29,3.00,23.93,5.01,67.67,0.32,1362.84,1
35.01,685.63,3.00,5.00,3.33,90.98,0.16,1083.66,1
33.43,910.14,3.00,5.00,3.68,74.50,0.43,1278.57,0
26.69,654.86,3.00,5.00,6.00,76.50,0.54,1071.06,0
27.11,579.87,3.00,40.47,0.50,79.26,0.13,1007.59,0
30.01,846.33,3.00,21.23,6.97,73.55,0.37,1226.60,1
23.29,693.53,3.00,14.77,0.50,69.67,0.25,1184.22,0
35.19,820.63,3.00,26.26,1.35,74.40,0.42,1352.78,1
33.79,919.68,3.00,5.00,4.18,70.31,0.02,996.99,0
35.01,872.84,3.00,34.95,2.64,82.75,0.22,1091.28,1
31.73,773.48,3.00,19.19,0.50,69.46,0.45,1115.38,0
29.85,703.69,3.00,12.31,3.01,78.38,0.22,1216.56,0
38.13,737.65,3.00,21.36,2.21,79.38,0.61,1082.07,1
13.77,102.73,2.00,54.37,7.25,92.73,0.01,1782.24,1
29.57,169.47,2.00,46.82,8.51,95.57,1.29,1899.54,1
20.93,409.91,2.00,47.72,1.48,87.33,0.81,1667.89,0
26.26,257.58,2.00,95.98,4.20,83.24,0.99,1828.80,1
24.41,100.00,2.00,39.82,7.32,83.70,0.02,1909.10,0
25.02,100.00,2.00,43.67,4.69,86.34,2.78,1764.11,1
20.26,100.00,2.00,119.70,8.99,89.97,0.41,1767.52,2
31.18,156.74,2.00,80.42,5.78,73.37,0.60,1753.44,1
25.91,332.50,2.00,91.25,8.01,93.18,0.05,1681.14,1
24.57,415.41,2.00,107.19,2.71,77.97,0.02,1886.84,1
30.50,100.00,2.00,123.62,7.15,94.70,0.11,1740.78,2
29.02,100.00,2.00,74.32,10.03,92.04,0.75,1774.28,1
20.55,100.00,2.00,99.30,12.17,82.13,1.15,1668.05,1
26.38,154.78,2.00,30.03,5.33,85.48,0.23,1758.62,0
28.17,203.67,2.00,91.66,6.15,88.22,0.56,1646.26,1
21.14,101.56,2.00,95.32,8.51,87.50,0.03,1497.89,1
23.75,100.00,2.00,87.70,6.88,87.26,0.40,1823.73,1
25.10,247.89,2.00,76.19,6.84,88.01,0.79,1840.12,1
30.17,343.57,2.00,52.17,9.45,92.56,0.08,2042.66,1
25.81,100.00,2.00,73.33,4.78,82.18,0.33,1941.54,1
29.28,100.00,2.00,92.27,7.31,85.37,0.13,1810.32,1
23.75,205.55,2.00,93.78,4.38,83.04,0.91,1818.22,1
22.53,100.00,2.00,63.43,12.16,80.79,0.26,1785.42,1
24.73,255.91,2.00,42.82,1.16,86.88,0.16,1820.31,0
28.87,206.22,2.00,60.75,7.35,78.15,0.36,1870.80,1
27.70,249.82,2.00,38.70,5.70,87.88,0.09,1750.04,0
19.47,203.22,2.00,79.29,11.23,77.34,0.96,1592.09,1
30.08,291.48,2.00,91.37,6.21,84.69,1.13,1760.49,1
20.68,126.95,2.00,104.87,1.97,95.16,1.13,1731.58,1
20.30,314.80,2.00,79.99,7.24,79.24,0.07,1824.04,1
20.26,122.67,2.00,113.13,7.79,80.34,0.14,1930.91,2
23.22,273.84,2.00,79.08,7.90,95.68,0.44,1723.84,1
25.95,100.00,2.00,82.31,5.78,87.37,0.12,1672.91,1
19.27,203.98,2.00,57.79,6.98,82.90,0.06,1826.51,1
13.01,335.25,2.00,95.25,10.66,72.56,1.47,1701.82,1
28.95,461.02,2.00,79.27,7.64,79.17,0.91,1777.92,1
21.37,301.73,2.00,37.57,8.51,86.80,0.26,1761.92,0
19.93,197.11,2.00,106.73,5.70,87.86,1.46,1779.07,1
23.04,203.95,2.00,75.41,9.64,92.86,0.07,1863.29,1
25.87,419.15,2.00,73.12,11.04,81.15,0.14,1999.30,1
22.03,432.54,2.00,101.31,4.69,89.95,0.30,1780.56,1
23.21,440.00,2.00,65.94,4.76,94.25,0.46,1733.26,1
20.07,356.73,2.00,67.73,6.53,84.32,0.09,1796.29,1
28.09,430.61,2.00,65.78,9.00,89.69,0.19,1961.01,1
19.95,257.92,2.00,108.37,6.22,92.12,0.45,1759.27,1
25.20,100.00,2.00,19.88,7.05,83.82,0.04,1653.46,0
23.36,135.32,2.00,94.61,5.96,93.17,0.38,1702.72,1
20.38,345.73,2.00,84.08,8.68,82.48,0.05,1960.75,1
19.15,226.62,2.00,87.20,6.74,93.08,0.35,1777.63,1
26.71,239.10,2.00,88.32,7.49,87.52,0.13,1526.15,1
21.22,100.00,2.00,75.83,6.45,83.79,0.49,1836.47,1
23.75,199.78,2.00,39.29,4.53,84.00,0.49,1782.76,0
28.38,100.00,2.00,57.11,8.61,95.61,0.10,1713.39,1
29.22,326.98,2.00,105.97,5.04,75.51,0.41,2023.52,1
19.81,272.94,2.00,40.47,3.44,93.66,0.33,1718.77,0
23.50,276.28,2.00,117.29,5.39,97.31,0.03,2098.81,2
18.68,159.34,2.00,91.42,8.83,88.44,0.92,1495.27,1
19.58,100.00,2.00,85.58,5.10,83.05,0.67,1953.29,1
19.04,414.63,2.00,93.74,4.37,87.73,0.01,1925.29,1
29.36,290.46,2.00,129.10,8.22,91.47,1.18,1751.47,2
33.02,260.94,2.00,103.76,8.17,86.22,0.33,1765.84,1
16.33,100.00,2.00,99.94,6.64,88.73,0.10,1809.66,1
26.92,311.78,2.00,106.86,11.42,91.68,0.86,1829.52,1
18.67,176.23,2.00,78.07,9.75,81.43,0.00,1919.45,1
20.69,238.71,2.00,62.30,9.41,80.03,0.17,1782.69,1
22.19,290.02,2.00,99.37,7.30,91.07,0.06,1886.33,1
25.55,206.34,2.00,105.14,10.71,79.55,0.02,2065.06,1
26.35,368.16,2.00,106.37,6.41,77.58,1.03,1650.16,1
24.25,412.79,2.00,74.85,5.35,78.18,0.91,2035.13,1
28.40,175.99,2.00,57.23,5.23,84.53,1.17,1741.73,1
21.43,161.64,2.00,66.26,9.80,86.06,0.16,1632.73,1
23.69,433.24,2.00,59.41,1.18,88.81,0.19,1851.98,1
29.10,100.00,2.00,74.28,13.59,86.12,0.86,1794.77,1
29.82,182.87,2.00,70.63,5.75,78.37,0.01,1544.28,1
22.26,373.53,2.00,64.35,7.02,88.32,3.34,1819.46,1
6.21,145.39,1.00,19.33,7.78,44.17,0.24,4200.00,0
11.35,63.00,1.00,6.63,8.26,40.04,0.01,3500.00,0
18.66,848.46,3.00,6.16,0.63,45.18,0.06,2200.00,0
5.00,104.69,1.00,35.27,0.36,46.74,0.12,4200.00,0
16.15,40.00,2.00,36.98,9.21,34.94,0.12,2800.00,0
5.15,40.00,2.00,104.12,2.85,70.00,0.22,3800.00,1
19.47,40.00,2.00,1.81,1.03,70.00,0.10,2800.00,0
13.77,88.18,1.00,29.72,1.02,43.00,0.07,4200.00,0
17.24,98.60,2.00,1.54,0.07,47.94,0.06,2800.00,0
21.10,752.01,3.00,9.16,2.26,53.08,0.12,2200.00,1
12.44,40.00,2.00,44.80,9.26,63.52,0.18,3800.00,0
15.05,826.19,3.00,21.87,9.61,39.87,0.40,2200.00,0
21.76,77.77,2.00,2.96,2.92,39.92,0.20,2800.00,1
5.76,108.29,1.00,78.01,2.53,48.85,0.32,3500.00,1
10.96,53.70,2.00,108.18,1.28,46.56,0.39,2800.00,1
5.75,40.00,2.00,92.52,4.27,32.83,0.25,3800.00,1
5.00,165.93,1.00,25.65,5.97,43.49,0.41,4200.00,0
10.65,746.87,3.00,12.57,0.68,44.16,0.09,2200.00,0
6.20,97.82,1.00,6.88,2.54,27.65,0.28,4200.00,0
11.45,40.59,2.00,22.09,8.41,34.69,0.04,3800.00,0
5.00,71.89,1.00,68.70,0.63,44.31,0.32,4200.00,1
11.71,92.78,2.00,25.13,6.49,49.60,0.06,2800.00,0
17.72,81.75,2.00,27.77,14.07,38.14,0.73,2800.00,0
11.86,121.42,1.00,3.20,2.66,63.55,0.09,4200.00,0
10.42,99.27,1.00,2.12,0.07,62.09,0.87,3500.00,0
21.66,706.14,3.00,0.85,0.97,21.24,0.03,2200.00,1
19.64,58.87,1.00,48.50,2.36,38.21,0.00,3500.00,0
14.06,777.89,3.00,25.86,3.20,51.66,0.09,2200.00,0
15.99,747.98,3.00,10.27,1.23,36.32,0.01,2200.00,0
15.47,47.51,2.00,12.85,11.04,45.73,1.08,2800.00,0
5.00,40.00,2.00,0.28,9.14,29.56,0.50,3800.00,0
15.79,77.64,2.00,6.96,4.64,37.88,0.23,2800.00,0
10.86,98.20,1.00,0.10,0.07,25.95,0.23,4200.00,0
11.17,106.99,1.00,14.50,1.67,56.53,0.30,3500.00,0
10.62,69.77,2.00,16.56,0.33,40.68,0.39,2800.00,0
7.95,40.00,2.00,2.59,1.39,39.73,0.03,3800.00,0
12.18,102.51,2.00,2.30,4.27,39.87,0.03,2800.00,0
15.47,750.66,3.00,19.86,2.11,37.65,0.42,2200.00,0
5.68,79.52,1.00,28.42,7.23,57.65,0.11,3500.00,0
12.43,99.81,2.00,15.77,1.13,43.75,0.03,2800.00,0
5.00,87.32,2.00,14.01,12.03,37.48,0.00,3800.00,0
14.36,136.91,1.00,30.75,1.82,50.89,0.01,4200.00,0
13.31,87.47,2.00,26.56,0.29,54.33,0.15,2800.00,0
9.07,133.73,1.00,3.06,9.19,46.55,0.34,3500.00,0
12.38,89.61,2.00,24.47,0.26,40.73,0.01,2800.00,0
15.47,105.67,2.00,8.79,2.50,52.03,0.22,2800.00,0
7.32,137.71,2.00,9.25,2.44,59.37,0.16,2800.00,0
12.99,777.93,3.00,38.58,4.89,43.20,0.05,2200.00,0
11.51,138.41,2.00,39.29,0.09,62.73,1.00,2800.00,0
18.83,767.02,3.00,8.14,1.40,49.71,0.21,2200.00,0
14.31,128.30,2.00,12.92,1.81,28.25,0.05,2800.00,0
17.45,797.46,3.00,13.98,1.41,47.38,0.76,2200.00,0
5.97,75.39,1.00,16.19,8.86,55.83,0.12,3500.00,0
12.99,123.53,1.00,24.56,0.19,62.67,0.05,4200.00,0
13.59,52.71,2.00,7.28,4.79,60.20,0.08,2800.00,0
18.49,744.33,3.00,4.88,7.22,50.30,0.27,2200.00,0
7.31,81.04,1.00,29.04,1.20,42.54,0.69,4200.00,0
14.61,62.88,2.00,6.75,1.48,48.74,0.28,3800.00,0
16.69,97.38,2.00,10.73,2.12,49.33,0.08,2800.00,0
16.29,792.53,3.00,21.61,0.81,27.71,0.32,2200.00,0
5.64,40.00,2.00,52.75,6.32,50.57,0.02,3800.00,0
18.90,77.76,2.00,4.81,2.25,47.99,0.21,2800.00,0
17.54,108.03,2.00,13.76,8.99,37.01,0.15,2800.00,0
9.69,83.65,2.00,12.90,10.25,58.98,0.06,2800.00,0
5.00,152.36,1.00,0.03,2.07,38.53,0.02,4200.00,0
10.78,127.57,1.00,0.97,3.26,58.64,0.13,3500.00,0
10.26,81.19,2.00,23.15,2.01,58.17,0.01,3800.00,0
9.90,67.20,1.00,70.87,3.11,50.99,0.07,4200.00,1
5.99,85.39,1.00,28.45,1.33,40.42,0.29,4200.00,0
13.21,40.00,1.00,6.62,3.36,57.03,0.14,3500.00,0
20.53,782.02,3.00,16.92,0.48,21.50,0.04,2200.00,1
16.31,66.30,2.00,11.92,2.19,36.51,0.13,2800.00,0
10.39,119.22,1.00,6.52,0.68,39.24,0.01,3500.00,0
9.21,54.45,2.00,10.15,16.92,47.58,0.02,3800.00,0
11.12,40.00,2.00,3.58,7.42,34.84,0.19,3800.00,0
16.09,780.83,3.00,37.69,5.24,45.93,0.15,2200.00,0
5.36,115.74,1.00,20.59,2.67,62.42,0.02,3500.00,0
8.04,40.00,2.00,4.62,5.48,43.90,0.21,3800.00,0
9.99,111.58,2.00,12.39,4.73,64.81,0.10,2800.00,0
19.90,801.14,3.00,25.94,14.88,34.49,0.05,2200.00,0
11.37,109.37,2.00,11.94,7.66,65.47,0.44,2800.00,0
8.76,89.54,2.00,16.89,3.20,41.38,0.02,2800.00,0
8.50,128.45,1.00,10.56,3.44,42.05,0.14,4200.00,0
13.79,144.28,1.00,0.43,6.00,35.12,0.42,3500.00,0
6.82,109.31,1.00,12.75,2.16,43.26,0.17,4200.00,0
12.90,62.61,2.00,2.73,0.48,46.70,0.02,2800.00,0
9.00,81.01,1.00,5.22,2.43,39.45,0.22,3500.00,0
9.55,84.93,1.00,0.14,0.19,48.97,0.50,4200.00,0
14.26,798.73,3.00,9.91,2.70,52.13,0.30,2200.00,0
9.80,134.95,1.00,14.13,1.02,43.56,0.08,3500.00,0
7.70,100.10,1.00,44.38,1.54,54.28,0.01,3500.00,0
6.02,112.69,1.00,4.52,9.59,52.16,0.41,4200.00,0
10.92,99.47,2.00,57.78,1.31,45.34,0.13,3800.00,0
23.05,100.83,1.00,19.47,11.33,54.02,0.03,3500.00,1
14.53,79.48,2.00,11.16,3.21,46.50,0.05,2800.00,0
5.00,175.57,1.00,9.05,2.72,51.26,0.04,4200.00,0
19.29,790.06,3.00,6.02,12.52,47.16,0.30,2200.00,0
5.00,165.00,1.00,68.60,3.83,50.09,0.06,4200.00,1
19.56,40.00,1.00,18.23,6.85,31.93,0.01,3500.00,0
10.13,62.33,1.00,77.47,2.31,49.79,0.08,4200.00,1
9.70,48.04,2.00,3.46,2.50,49.28,0.03,2800.00,0
5.75,48.43,2.00,29.68,1.29,45.02,0.42,3800.00,0
7.71,72.31,2.00,4.05,0.90,15.17,0.07,3800.00,0
11.84,758.34,3.00,7.02,0.86,56.80,0.03,2200.00,0
8.86,92.65,2.00,5.96,0.79,50.01,0.16,3800.00,0
15.37,73.58,1.00,7.94,0.32,29.98,0.35,3500.00,0
10.69,95.57,2.00,12.50,0.23,53.24,0.33,2800.00,0
7.43,40.00,2.00,24.26,8.70,48.35,0.07,3800.00,0
18.22,97.40,1.00,45.83,5.75,30.57,0.81,3500.00,0
22.00,767.90,3.00,114.06,0.60,54.86,0.15,2200.00,1
11.27,705.20,3.00,107.36,1.94,38.03,0.37,2200.00,1
16.54,771.03,3.00,61.78,6.17,51.25,0.79,2200.00,1
5.00,123.43,1.00,5.33,3.71,43.32,0.03,4200.00,0
6.66,115.00,1.00,47.33,0.18,28.46,0.44,4200.00,0
18.51,776.88,3.00,6.14,1.04,47.69,0.23,2200.00,0
6.62,40.00,2.00,18.63,0.43,63.97,0.96,3800.00,0
21.85,84.98,2.00,25.36,7.46,61.84,0.06,2800.00,1
9.73,142.74,1.00,27.48,8.05,52.96,0.07,4200.00,0
7.88,96.81,1.00,85.52,5.84,24.37,0.01,3500.00,1
20.19,753.78,3.00,4.37,0.31,46.86,0.10,2200.00,1
15.72,76.32,2.00,19.08,3.85,44.26,0.10,3800.00,0
7.66,72.31,2.00,8.05,2.25,70.00,0.30,2800.00,0
8.16,108.83,2.00,21.44,1.70,41.51,0.15,3800.00,0
8.20,80.45,1.00,0.89,1.06,51.49,0.07,3500.00,0
14.06,84.78,2.00,43.78,3.01,49.57,0.21,2800.00,0
14.58,57.88,1.00,11.11,8.61,35.59,0.17,3500.00,0
14.05,779.69,3.00,1.66,2.70,34.05,0.26,2200.00,0
10.81,139.83,1.00,20.97,13.21,33.01,0.06,4200.00,0
5.72,117.58,1.00,7.02,6.77,36.45,0.01,4200.00,0
8.55,55.98,1.00,6.65,4.66,40.36,0.00,4200.00,0
11.72,40.00,2.00,31.72,7.31,60.88,0.54,2800.00,0
5.00,106.99,1.00,16.53,0.86,46.28,0.18,4200.00,0
11.41,77.78,1.00,34.98,1.22,54.38,0.06,3500.00,0
11.35,104.94,1.00,54.67,1.02,32.39,0.09,4200.00,0
18.10,751.86,3.00,13.93,3.13,46.33,0.34,2200.00,0
20.95,65.02,2.00,3.76,1.73,38.89,0.07,2800.00,1
9.18,777.51,3.00,35.11,4.48,51.05,0.12,2200.00,0
11.83,48.99,2.00,61.91,5.28,43.38,0.01,2800.00,1
8.96,48.73,2.00,20.54,0.31,50.41,0.33,3800.00,0
14.84,54.47,2.00,6.15,1.74,31.75,0.16,2800.00,0
20.48,89.56,2.00,75.33,0.31,63.30,0.09,2800.00,1
15.47,47.57,2.00,9.70,0.07,45.44,0.02,2800.00,0
11.18,83.16,1.00,1.40,3.74,40.16,0.42,3500.00,0
18.29,48.32,2.00,24.23,1.91,39.66,0.19,2800.00,0
6.54,40.00,2.00,4.41,6.06,66.35,0.34,3800.00,0
21.45,763.64,3.00,32.98,3.33,38.35,0.05,2200.00,1
15.20,48.18,2.00,0.00,0.06,63.78,0.24,2800.00,0
12.39,716.92,3.00,8.66,0.67,36.92,0.31,2200.00,0
5.00,108.79,1.00,34.66,1.13,26.99,0.06,4200.00,0
6.33,94.45,1.00,1.36,5.95,40.99,0.35,3500.00,0
7.14,49.25,1.00,22.70,1.19,25.35,0.01,4200.00,0
11.00,109.07,1.00,5.59,1.87,46.45,0.19,4200.00,0
15.05,76.56,1.00,172.93,1.34,49.59,0.18,3500.00,1
12.17,43.43,2.00,11.68,1.89,39.29,0.07,2800.00,0
18.69,749.20,3.00,80.30,2.15,25.74,0.44,2200.00,1
10.57,40.00,2.00,8.16,10.04,31.04,0.43,3800.00,0
11.31,168.95,2.00,40.54,3.88,40.78,0.08,2800.00,0
12.58,789.81,3.00,47.60,9.39,35.23,0.72,2200.00,0
16.13,40.00,2.00,37.74,1.45,48.92,0.22,2800.00,0
11.06,771.10,3.00,1.96,11.12,55.55,0.11,2200.00,0
12.94,112.98,1.00,9.01,1.23,58.37,0.32,3500.00,0
12.02,51.69,1.00,76.79,5.36,32.00,0.22,3500.00,1
20.47,55.03,2.00,16.69,1.94,57.37,0.10,2800.00,1
9.17,88.64,2.00,41.93,5.40,67.57,0.44,3800.00,0
5.18,108.28,1.00,12.87,5.06,52.73,0.09,3500.00,0
14.05,780.30,3.00,51.18,0.84,36.74,0.11,2200.00,0
16.53,40.00,2.00,12.79,0.04,40.58,0.17,2800.00,0
6.84,82.39,2.00,31.62,2.86,29.71,0.01,3800.00,0
17.71,77.09,2.00,30.56,5.58,32.58,0.02,2800.00,0
18.56,735.29,3.00,53.96,0.31,46.76,0.12,2200.00,0
5.78,54.42,1.00,3.21,0.45,51.13,0.15,4200.00,0
14.62,97.37,1.00,32.79,3.43,27.03,0.05,4200.00,0
13.32,62.43,1.00,31.83,0.61,38.97,0.07,3500.00,0
14.60,109.65,2.00,1.99,1.54,42.77,0.46,2800.00,0
10.26,89.01,1.00,59.84,2.56,52.09,0.24,3500.00,0
9.37,44.69,2.00,21.22,3.35,48.38,0.31,3800.00,0
11.06,40.00,2.00,25.35,4.71,57.02,0.16,3800.00,0
11.60,46.82,2.00,50.41,10.72,49.24,0.23,3800.00,0
12.40,40.00,2.00,7.37,7.55,49.01,0.06,2800.00,0
9.12,55.24,1.00,34.94,1.59,34.74,0.26,3500.00,0
19.75,153.41,1.00,93.09,1.60,49.54,0.03,3500.00,1
6.53,105.36,1.00,169.09,3.03,53.57,0.01,4200.00,1
6.60,90.45,2.00,7.06,3.01,30.76,0.03,3800.00,0
10.83,126.68,1.00,23.54,2.88,24.98,0.49,3500.00,0
8.89,58.01,1.00,53.56,10.12,41.56,0.77,4200.00,0
11.99,104.66,2.00,72.28,1.12,50.37,0.04,2800.00,1
8.58,65.07,2.00,43.37,1.55,47.83,0.18,3800.00,0
8.54,53.49,2.00,3.42,4.93,48.97,0.05,3800.00,0
5.00,104.43,1.00,8.97,0.78,53.89,0.20,4200.00,0
19.82,760.03,3.00,16.31,4.57,41.99,0.17,2200.00,0
15.24,77.90,2.00,67.37,0.56,51.74,0.14,3800.00,1
11.05,52.36,2.00,30.38,0.79,30.09,0.22,3800.00,0
12.35,76.94,2.00,7.64,4.34,31.57,0.33,2800.00,0
21.43,756.11,3.00,2.40,0.42,27.32,0.26,2200.00,1
20.05,98.29,2.00,35.88,1.07,30.08,0.01,2800.00,1
11.13,40.00,2.00,25.74,4.25,47.63,0.07,2800.00,0
14.82,760.45,3.00,1.32,1.76,48.14,0.24,2200.00,0
10.71,795.65,3.00,39.05,1.19,54.24,0.10,2200.00,0
9.23,759.77,3.00,15.90,0.34,45.22,0.38,2200.00,0
6.52,71.15,1.00,21.03,2.86,42.60,0.38,3500.00,0
6.92,84.08,2.00,21.79,0.37,45.10,0.05,3800.00,0
8.21,811.69,3.00,4.01,6.77,49.77,0.22,2200.00,0
13.58,120.94,1.00,2.05,2.33,37.69,0.56,3500.00,0
9.65,58.70,1.00,3.16,7.16,54.41,0.00,3500.00,0
18.11,730.05,3.00,7.21,1.30,48.81,0.03,2200.00,0
16.31,80.43,1.00,26.00,1.11,28.29,0.10,3500.00,0
14.22,73.32,2.00,28.04,1.43,48.54,0.13,3800.00,0
5.17,76.48,2.00,56.71,6.33,42.67,0.01,3800.00,0
10.72,109.75,2.00,27.58,4.42,51.29,0.00,2800.00,0
8.37,119.18,1.00,14.16,3.59,45.33,0.70,4200.00,0
9.79,83.96,2.00,57.94,0.67,29.86,0.12,2800.00,0
5.00,62.08,2.00,52.81,1.81,45.86,0.07,3800.00,0
9.97,77.55,2.00,19.92,0.00,31.95,0.71,2800.00,0
11.26,76.12,2.00,6.00,2.69,34.15,0.36,2800.00,0
13.11,47.24,2.00,67.17,2.52,40.30,0.04,3800.00,1
5.00,40.00,2.00,14.20,0.47,42.63,0.12,3800.00,0
21.32,95.09,2.00,10.35,2.97,68.82,0.01,2800.00,1
13.37,802.21,3.00,44.63,2.15,30.08,0.23,2200.00,0
20.52,780.92,3.00,13.48,4.77,39.78,0.10,2200.00,1
11.26,90.81,1.00,1.42,5.81,28.26,0.83,4200.00,0
8.84,794.42,3.00,5.51,1.58,37.57,0.54,2200.00,0
15.81,78.82,1.00,12.01,1.54,34.58,0.09,4200.00,0
11.16,67.73,2.00,33.44,0.01,59.72,0.15,3800.00,0
21.11,76.13,2.00,15.31,2.93,43.18,0.46,2800.00,1
15.50,40.00,2.00,26.85,0.29,17.91,0.41,2800.00,0
9.62,58.96,2.00,4.77,0.23,31.15,0.08,3800.00,0
12.46,96.79,1.00,20.02,5.15,61.72,0.11,3500.00,0
6.88,40.00,2.00,7.75,1.48,18.39,0.21,3800.00,0
11.75,40.78,2.00,25.35,5.42,33.42,0.01,3800.00,0
14.62,100.08,1.00,67.75,0.87,51.00,0.36,3500.00,1
6.78,89.70,2.00,36.84,0.54,52.68,0.16,3800.00,0
7.94,81.68,1.00,13.66,0.79,50.98,0.10,3500.00,0
17.98,52.28,2.00,12.52,4.58,38.74,0.00,2800.00,0
5.00,104.47,1.00,40.20,3.65,60.83,0.00,4200.00,0
14.79,40.00,2.00,0.49,0.42,60.60,0.21,3800.00,0
9.14,82.05,1.00,1.33,1.25,27.95,0.15,3500.00,0
10.09,797.05,3.00,10.16,2.23,36.78,0.40,2200.00,0
23.17,756.37,3.00,37.96,16.69,47.72,0.15,2200.00,1
14.55,734.18,3.00,48.47,0.64,40.35,0.25,2200.00,0
5.34,130.60,1.00,42.17,9.18,39.54,0.24,3500.00,0
17.62,97.36,1.00,10.11,3.14,53.13,0.28,3500.00,0
7.97,111.32,1.00,3.32,9.74,27.49,0.68,4200.00,0
7.58,40.00,2.00,6.97,0.48,47.19,0.40,3800.00,0
18.48,43.79,2.00,87.08,14.50,42.37,0.04,2800.00,1
16.85,74.84,1.00,44.93,1.27,57.82,0.01,3500.00,0
11.65,113.26,1.00,31.58,0.49,48.89,0.56,3500.00,0
12.83,770.70,3.00,30.45,4.56,48.46,0.19,2200.00,0
5.80,40.00,2.00,11.02,3.22,45.30,0.16,3800.00,0
12.98,755.25,3.00,70.26,1.76,54.26,0.07,2200.00,1
16.00,40.00,2.00,16.44,12.12,57.61,0.22,3800.00,0
6.78,98.61,1.00,36.39,1.23,35.79,0.11,4200.00,0
